瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 瘤搁柯档(∑C)
辑蓖器,2021-07-02,24.2,23.1,26.2,5.7,3,1.8,22.8,27.8,1002.3,27.2
辑蓖器,2021-07-03,24.9,23.1,25.9,10.6,4.8,2,24.7,31.1,1000.3,25.2
辑蓖器,2021-07-04,23.6,22.2,25.6,11.9,6.3,2.1,23.2,28.4,1002.5,25.3
辑蓖器,2021-07-05,25.5,23.3,26.8,7.3,3.6,2.3,25.3,32.3,1004.9,26.6
辑蓖器,2021-07-06,26.1,25.3,27.4,8.5,3.8,2.5,25.8,33.2,1004.1,27.2
辑蓖器,2021-07-07,25.8,24.9,26.4,10.4,4.6,2.4,25.6,32.8,1003.2,26.4
辑蓖器,2021-07-08,25.5,23.8,26.8,7.1,3.4,1.8,25,31.6,1001.3,26.8
辑蓖器,2021-07-09,25.5,24.3,27.5,8.7,4.8,2.1,24.5,30.8,1001.3,28.4
辑蓖器,2021-07-10,26.1,24.5,28.7,8.5,5,1.8,24.6,30.9,1003.6,27.7
辑蓖器,2021-07-11,26.3,24.7,27.9,5.6,3.3,1.7,26,33.6,1005.7,27.9
辑蓖器,2021-07-12,27.4,25.5,29.9,6.1,3.8,1.8,26.1,33.8,1005.5,30.4
辑蓖器,2021-07-13,27.2,26.2,29.6,4.3,2.4,1.5,26.4,34.5,1005.4,30.5
辑蓖器,2021-07-14,27.4,26.3,28.9,3.8,2.1,1.1,26.3,34.1,1007.3,30.5
辑蓖器,2021-07-15,27.3,24.8,29.4,3.3,2.1,1.1,24.9,31.5,1008.8,32
辑蓖器,2021-07-16,27.6,26,29.3,5.6,2.5,1.4,24.7,31.1,1008,32.5
辑蓖器,2021-07-17,26.8,23,29.7,8.5,4.7,2,23.6,29.1,1004.7,32.6
辑蓖器,2021-07-18,25.1,22.6,28.1,6.4,3.6,1.7,24,29.9,1004.2,27.7
辑蓖器,2021-07-19,27.3,24.3,30.1,5.8,2.8,1.7,24.4,30.5,1006.4,29.5
辑蓖器,2021-07-20,28.3,26.6,31.1,6.8,3.6,2.2,23.3,28.7,1006.7,29.4
辑蓖器,2021-07-21,28.3,26.1,32,9.2,4.9,2.9,23.8,29.5,1004.6,29.2
辑蓖器,2021-07-22,28.2,26.2,32,9.4,4.9,2.9,24,29.9,1003,30.7
辑蓖器,2021-07-23,27.3,26.2,29.2,8.1,4.4,2.7,24.3,30.3,1001.7,28.7
辑蓖器,2021-07-24,27.9,26.6,31.3,7.9,4.3,2.9,24.3,30.4,1000.1,29.5
辑蓖器,2021-07-25,26.8,26,27.2,9.5,4.8,3,24.1,30,998.3,26.8
辑蓖器,2021-07-26,25.9,23.6,27.1,7.9,3.2,2,24.6,30.8,997.4,26.1
辑蓖器,2021-07-27,27.3,25.6,29.7,6.4,3,1.8,23.9,29.6,996.5,29.7
辑蓖器,2021-07-28,27.4,25.2,29.9,6.8,3.2,1.8,24,30,997,30.8
辑蓖器,2021-07-29,26.9,25.3,29.1,5.6,2.9,1.4,23.9,29.8,996.9,31.4
辑蓖器,2021-07-30,26.5,24.8,28.5,5.8,3.6,1.7,25.4,32.5,996.2,29.1
辑蓖器,2021-07-31,27.2,25.7,29.3,8.9,4.1,2.1,26.8,35.2,995.8,31
辑蓖器,2021-08-01,27.9,26.5,29.9,4.7,3.1,1.3,25.9,33.5,995.5,30.6
辑蓖器,2021-08-02,27.2,25,30.1,6.5,3.7,1.3,26.1,33.8,997.5,30.9
辑蓖器,2021-08-03,27.7,25.6,29.7,4.8,2.2,1.2,25.8,33.2,1001.9,30.3
辑蓖器,2021-08-04,28.1,25.6,31,6.4,2.8,1.6,24.8,31.4,1002.8,30.4
辑蓖器,2021-08-05,28.9,26.9,31.7,6.2,2.5,1.4,23.9,29.7,1000,31.3
辑蓖器,2021-08-06,28.5,24.8,32.9,5.1,2.9,1.2,24,30,996.8,31.5
辑蓖器,2021-08-07,28.7,26.8,31.4,4.7,2.8,1,25.1,32.1,996.5,32
辑蓖器,2021-08-08,28,26,30.4,7.5,3.7,1.4,24.1,30,995,29.4
辑蓖器,2021-08-09,28.4,25.1,32.9,6.9,3.3,1.3,23.7,29.3,997.5,32.4
辑蓖器,2021-08-10,27.3,25.7,29.3,6,4,1.8,24.1,29.9,1002.9,33.1
辑蓖器,2021-08-11,25.5,23.3,28.2,5.3,2.7,1.1,24.5,30.8,1003.2,28.8
辑蓖器,2021-08-12,25.1,23.4,27.2,5.1,2.4,1.1,24.2,30.1,1002.9,27.1
辑蓖器,2021-08-13,23.7,22.6,25.3,9.2,4.6,2.5,22.6,27.4,998.7,25.6
辑蓖器,2021-08-14,23.4,21.8,24.8,9,4.6,2.7,21.9,26.4,999.4,24.1
辑蓖器,2021-08-15,24.3,22.8,25.7,6.9,3.4,2.1,21.6,25.9,1006.6,24.4
辑蓖器,2021-08-16,24.2,23,27.4,8.4,4,2.6,23,28.1,1005.3,25.7
辑蓖器,2021-08-17,25.7,23.5,29.2,8.2,4.3,2.1,22.1,26.7,1002.1,27.9
辑蓖器,2021-08-18,24.4,22.9,28,4.9,2.4,1.2,21.7,26.1,1002.9,27
辑蓖器,2021-08-19,24.9,21.8,27.9,4.7,2.7,1.3,21.6,25.8,1005.7,28.5
辑蓖器,2021-08-20,26.3,24,28.9,5.8,3.6,1.5,23.7,29.3,1005.8,28.9
辑蓖器,2021-08-21,25.2,22.8,26.7,17,8.8,3.3,25,31.7,1001.7,26.3
辑蓖器,2021-08-22,25.1,23.6,26.7,4.7,2,0.9,24.6,30.9,1004.3,25.7
辑蓖器,2021-08-23,26.1,24.7,28.9,10.4,3.9,1.4,25.4,32.5,1000.7,27.9
辑蓖器,2021-08-24,26.1,25.4,26.8,11.6,6.7,4.1,25.9,33.5,998.3,26.9
辑蓖器,2021-08-25,25.6,23.9,26.6,8.7,4.7,3.2,25.4,32.5,1002.1,26.9
辑蓖器,2021-08-26,25.9,23.4,28.6,5.5,2.9,1.3,24.9,31.5,1007.8,28.8
辑蓖器,2021-08-27,26.7,25.4,28.9,7.4,3.6,2.2,26,33.7,1008.2,30.3
辑蓖器,2021-08-28,26.8,25.3,29.7,6.6,3.9,2.1,25.8,33.2,1008.5,31
辑蓖器,2021-08-29,26.7,25.3,29.1,7.7,4.6,2.1,25.6,32.8,1008.4,31.1
辑蓖器,2021-08-30,26.8,25.3,29.3,5.3,3.5,1.6,24.8,31.3,1009.7,31.1
辑蓖器,2021-08-31,26.5,24.1,29.2,4.9,3.2,1.4,23.6,29.2,1008.9,31.6
辑蓖器,2021-09-01,26.6,23.4,28.8,8.2,4.4,2.4,25.3,32.4,1005,30.3
辑蓖器,2021-09-02,24.5,22.5,27.1,4.9,2.6,1.1,22.8,27.7,1003,28
辑蓖器,2021-09-03,24.3,22.5,27.6,7.6,3.9,2.2,22.5,27.3,1001.4,27.1
辑蓖器,2021-09-04,24.8,22.9,27.5,7,3.8,2.3,21.5,25.6,1007.2,26.5
辑蓖器,2021-09-05,23.6,22.2,25.3,6.2,2.8,2.1,21.7,26,1009.8,24.4
辑蓖器,2021-09-06,24,23,26,7.7,4.1,2.3,21.8,26.2,1008.9,24.7
辑蓖器,2021-09-07,25.3,23.3,29.3,8.5,4.8,1.6,22.9,28,1004.5,27.8
辑蓖器,2021-09-08,24.2,21.4,27,6.3,3.3,1.5,19.7,22.9,1005.1,27.4
辑蓖器,2021-09-09,24.3,21,26.8,4.2,2.2,1.4,19.3,22.5,1007.9,27.2
辑蓖器,2021-09-10,23.1,22.1,24.5,3,1.8,0.9,22.3,26.9,1007.7,24.9
辑蓖器,2021-09-11,25,22.2,28.1,5.7,2.6,1.5,22,26.4,1006.2,27
辑蓖器,2021-09-12,25.8,23.8,28.5,7.1,3.8,2.3,22.4,27.1,1005.8,27
辑蓖器,2021-09-13,23.2,21.8,25.7,12.2,6.4,3.8,23,28,1006.6,24.6
辑蓖器,2021-09-14,24.5,23,25.8,11.1,6.5,4,24.3,30.3,1001.6,25
辑蓖器,2021-09-15,22.9,21.9,24.5,12.5,6.9,5.1,21.3,25.4,1004.1,23.5
辑蓖器,2021-09-16,22.9,21.5,24.8,14.2,7.7,5,22.5,27.3,999.8,22.8
辑蓖器,2021-09-17,25.3,23.6,29.5,15.2,7.9,3.3,22.8,27.7,996.6,26.5
辑蓖器,2021-09-18,24,22.3,26.9,5.9,3.5,1.5,20.9,24.7,1007.5,26.6
辑蓖器,2021-09-19,23.8,21.6,26.9,7.5,3.9,2.2,19.4,22.6,1008.9,25.7
辑蓖器,2021-09-20,24.9,22.3,27.2,5.4,2.9,1.7,21.3,25.4,1005.4,27.3
辑蓖器,2021-09-21,23.4,21.5,26.4,9.6,5.2,2.5,21.2,25.3,1002.6,26.8
辑蓖器,2021-09-22,24.1,21.4,26.4,8,4.6,2,22.3,27,1005.8,26.6
辑蓖器,2021-09-23,23.8,21.5,27.2,4.5,3.1,1.4,19.8,23.1,1011.3,26.6
辑蓖器,2021-09-24,22.9,19,26.6,6.1,3.5,1.6,17.7,20.3,1014.5,24.1
辑蓖器,2021-09-25,23.8,21.6,26.9,8.4,4.2,2.4,19.5,22.7,1013.5,24.3
辑蓖器,2021-09-26,23.7,22,26.5,9.2,4.4,2.6,19.6,22.8,1011.9,25.4
辑蓖器,2021-09-27,23.8,21.5,27.1,7.7,3.7,2.3,19.9,23.3,1008.3,26.3
辑蓖器,2021-09-28,25,22.6,28,7.4,3.9,1.6,22.1,26.7,1006,28.3
辑蓖器,2021-09-29,25.8,23.9,28.5,4.4,2.7,1.1,24.2,30.2,1003.1,29.4
辑蓖器,2021-09-30,24.3,22.7,27.1,9.6,4.7,2,21.3,25.5,1000.8,28.1
辑蓖器,2021-10-01,23.3,19.3,27.6,7.8,4.7,1.3,18.5,21.3,1003.2,26.7
辑蓖器,2021-10-02,23,19.7,26.4,4.3,2.4,1.3,18.9,21.9,1008.8,26.7
辑蓖器,2021-10-03,24.2,19.3,27.5,5.2,2.8,1.5,19,22.5,1014.1,26.6
辑蓖器,2021-10-04,25.8,23.6,28.7,5.8,3.7,1.8,21,24.9,1015.9,28.7
辑蓖器,2021-10-05,25.4,23.2,28.5,4.8,3.1,1.4,21.3,25.4,1015.1,29.1
辑蓖器,2021-10-06,25,22.8,27.5,5.1,2.5,1.6,20.1,23.5,1012.5,29.1
辑蓖器,2021-10-07,24.4,21.9,27.3,3.9,2.5,1.5,18.6,21.4,1010.8,28.4
辑蓖器,2021-10-08,25.1,22.6,27.9,5.3,2.6,1.7,20.1,23.5,1012.7,28.5
辑蓖器,2021-10-09,24.5,21.7,27.3,5.2,2.7,1.7,22.3,26.9,1014.4,26.5
辑蓖器,2021-10-10,25.4,23.8,27.7,4.7,2.3,1.4,23.6,29.1,1012.4,27.2
辑蓖器,2021-10-11,25.1,23.8,27.5,5.1,2.5,1,22.3,26.9,1011.2,28.8
辑蓖器,2021-10-12,23.1,21.2,25.7,10.4,5.4,3,21.7,25.9,1014.2,25.2
辑蓖器,2021-10-13,22.8,21.6,24.3,9.2,4.5,3,21.3,25.4,1015.1,24
辑蓖器,2021-10-14,23.4,21.8,26,5.9,3,1.3,20.7,24.5,1013,25.2
辑蓖器,2021-10-15,23.1,20.8,26,3.8,2.8,1.1,19.8,23.2,1010.4,26.2
辑蓖器,2021-10-16,17.7,14.1,22.9,4,2.5,0.8,16.2,18.8,1012.1,21.6
辑蓖器,2021-10-17,14.4,11.6,17.7,6.8,3.4,1.6,6.2,9.5,1016.7,18.5
辑蓖器,2021-10-18,14.8,9.9,18.4,5.4,3.1,1.3,7.1,10.1,1016.4,17.4
辑蓖器,2021-10-19,16.2,12.5,21.1,8.1,3.1,1.4,7.6,10.5,1013.3,17.9
辑蓖器,2021-10-20,14.6,12.7,16.6,6.7,3.3,1.3,7.3,10.2,1013.7,15.7
辑蓖器,2021-10-21,16,13.2,19.7,7.4,4,1.4,8.8,11.3,1011.7,17.5
辑蓖器,2021-10-22,15.7,13,19.6,10.3,4.1,1.6,5.3,9,1015.3,16.6
辑蓖器,2021-10-23,16.5,11.9,20.5,9.1,4.4,2.3,6.5,9.7,1020.4,16.9
辑蓖器,2021-10-24,18.1,16,20.8,5.9,2.7,1.8,10.5,12.8,1018.4,18.1
辑蓖器,2021-10-25,17.7,14.6,21.6,5.8,3.2,1.6,11.1,13.2,1014.9,19.6
辑蓖器,2021-10-26,17.1,13.8,21,4.8,2.5,1.3,11.1,13.2,1013.6,19.1
辑蓖器,2021-10-27,17.6,13.3,22.5,6.5,4.2,1.7,8.2,11,1013.2,18.8
辑蓖器,2021-10-28,17.7,13.5,21.5,5.8,3.1,1.8,10.2,12.6,1015.2,19
辑蓖器,2021-10-29,18.3,16.8,21.5,9.7,4.8,3,12.4,14.4,1016.7,19.8
辑蓖器,2021-10-30,17.7,14.9,21.3,6.4,3,1.9,12.1,14.1,1016.6,18.6
辑蓖器,2021-10-31,17.6,13.1,22.4,5.4,3.3,1.6,9.9,12.3,1017.2,18.4
辑蓖器,2021-11-01,18,14.7,22.3,5.4,3.1,1.3,10.4,12.7,1016.8,19.2
辑蓖器,2021-11-02,15.8,12.9,19.7,5.4,2.9,1.3,9.1,11.6,1014.7,18.2
辑蓖器,2021-11-03,15.9,11.9,20.4,5.9,3.4,1.5,9,11.5,1013,17.9
辑蓖器,2021-11-04,17.1,13.1,21.9,5.4,2.9,1.2,10.1,12.5,1013.5,18.3
辑蓖器,2021-11-05,17.9,13.8,21.1,4.9,2.5,1.6,9.5,12,1012.8,17.3
辑蓖器,2021-11-06,18.7,17.6,20.4,10,5.3,3.1,12.7,14.7,1010.8,18.4
辑蓖器,2021-11-07,19.1,16.9,22.2,8,4.9,2.6,13.2,15.2,1011.6,19.3
辑蓖器,2021-11-08,14.1,10.2,21,10.5,5,3,9.2,12.7,1007.9,16.1
辑蓖器,2021-11-09,10.9,8.3,14.3,9.5,3.9,2.2,4.1,8.2,1008.8,12.3
辑蓖器,2021-11-10,10.9,7.7,13.5,9.9,3.3,2,6,9.4,1005.9,11.4
辑蓖器,2021-11-11,12.6,9.8,16.6,9.1,3.7,1.8,6.3,9.6,1008,12.4
辑蓖器,2021-11-12,11.6,8.6,14.9,9.2,4.1,1.5,4.4,8.4,1013.1,11.6
辑蓖器,2021-11-13,13.3,10,16.8,6.6,3.2,1.1,6,9.4,1014.3,12.5
辑蓖器,2021-11-14,15.2,12.2,19.2,8,3.2,1.4,6.3,9.5,1014,13.4
辑蓖器,2021-11-15,14,9.9,18,3.9,2.4,1.2,7.4,10.4,1015.8,13.4
辑蓖器,2021-11-16,13.9,11.4,17.8,4.8,2.5,1.5,7.7,10.5,1017.2,13.4
辑蓖器,2021-11-17,14.7,10.8,19.2,5.6,3.6,1.7,5.5,9,1016.8,13.9
辑蓖器,2021-11-18,14.6,11.9,18.5,3.9,2.2,1.4,7.9,10.7,1013.7,15.3
辑蓖器,2021-11-19,14.6,9.9,19.8,3.9,2.2,1.6,3.8,8.1,1012.4,14.1
辑蓖器,2021-11-20,15.5,11.2,19.8,5.7,3.2,1.7,7.2,10.4,1013.5,14.5
辑蓖器,2021-11-21,17,14.9,19.5,5.9,2.9,1.2,13,15,1010.3,16
辑蓖器,2021-11-22,11.6,7.3,16.1,14.8,5.7,2.7,3.1,7.9,1009.6,13.8
辑蓖器,2021-11-23,9.1,7.1,11,8.3,3.3,2,0.9,6.5,1013.9,10.8
辑蓖器,2021-11-24,11,8.9,14,8.2,3.6,1.6,3.2,7.8,1014.6,12.2
辑蓖器,2021-11-25,13,10.4,17.4,8.4,4.4,1.7,5.3,8.9,1013.8,12.4
辑蓖器,2021-11-26,12.7,9,18.7,7.7,4,1.7,3,7.9,1019,12.7
辑蓖器,2021-11-27,11.3,8.3,15.8,5.9,3.3,1.8,3.9,8.2,1025.7,12.5
辑蓖器,2021-11-28,13.7,10.5,17,5.7,3.2,1.8,7,10,1025.8,13.7
辑蓖器,2021-11-29,14.9,11.9,18,4.2,2.1,1.4,9.6,12,1019.7,15
辑蓖器,2021-11-30,12.6,6.4,18.7,14.4,8,3,9.5,12.5,1009,13.3
辑蓖器,2021-12-01,7.6,5.6,10.3,8.5,3.8,1.9,0.6,6.4,1015.4,9
辑蓖器,2021-12-02,8.6,5.8,11.6,5.9,2.9,1.1,1.5,6.8,1014.7,8.6
辑蓖器,2021-12-03,10.5,7.2,14.2,8,3.6,1.6,1.8,7,1013.8,9.4
辑蓖器,2021-12-04,10.3,6.8,14.1,9.6,2.9,1.2,2,7.1,1019.8,9.7
辑蓖器,2021-12-05,9.8,7.8,12.2,3.7,2.2,1,5.2,8.9,1021,8.7
辑蓖器,2021-12-06,12,7.9,16.3,5.8,3.1,1.4,7.6,10.5,1019.1,10.6
辑蓖器,2021-12-07,12.3,8,17.4,7.6,3.3,1.6,1.9,7.1,1019.8,10.1
辑蓖器,2021-12-08,12.4,9.9,16,9,4.4,2.5,5.3,8.9,1023.8,9.8
辑蓖器,2021-12-09,14.1,12.3,17.1,7.2,3.5,2.1,8.8,11.3,1021,12.2
辑蓖器,2021-12-10,14.3,11.6,18.6,7,3.9,1.3,7.9,10.6,1018.4,12.5
辑蓖器,2021-12-11,13.3,11.4,16.6,6,3,1.3,8.5,11.1,1018.6,12.5
辑蓖器,2021-12-12,11.4,7.5,15.6,7.9,3.3,1.3,5.3,9.1,1017.3,11.5
辑蓖器,2021-12-13,7.6,5.3,11.3,5.4,2.9,1,1.6,6.9,1019,9.5
辑蓖器,2021-12-14,8.3,4.6,12,8.3,3.5,1.3,2.1,7.1,1017,8.5
辑蓖器,2021-12-15,12.4,8.3,17.1,6.6,3.4,1.4,7.8,10.7,1015.4,10.1
辑蓖器,2021-12-16,11.9,10.8,12.9,3.4,1.9,0.8,10.7,12.9,1011.2,11.5
辑蓖器,2021-12-17,5.5,1.4,12.3,11.1,5.3,2.4,-0.4,6.1,1016.5,7.9
辑蓖器,2021-12-18,4.7,2,7.5,6.4,2.9,1.2,-2.2,5.2,1019.9,5.6
辑蓖器,2021-12-19,7.4,4.7,10.9,10.9,5.7,2,0.1,6.2,1017.4,7
辑蓖器,2021-12-20,10.3,5.6,14.1,7.9,4.1,1.4,2.7,7.5,1014.8,7.3
辑蓖器,2021-12-21,12.6,10.3,17.1,6.6,3.2,1.3,4.4,8.4,1011.7,9.1
辑蓖器,2021-12-22,11.6,7.4,17.3,5.8,3.4,1.6,-0.6,5.9,1014.4,8.8
辑蓖器,2021-12-23,11,6.9,15.7,4.1,2.4,1.5,0.7,6.6,1016.3,8.2
辑蓖器,2021-12-24,11.3,6.9,15.4,6.7,3.7,1.6,4.9,8.7,1013,9.2
辑蓖器,2021-12-25,3.9,1.1,7.5,9.3,4.5,1.8,-2.4,5.2,1020.3,6.4
辑蓖器,2021-12-26,0.6,-1.1,3.4,6.2,3.2,1.2,-2.6,5.1,1025.6,5.1
辑蓖器,2021-12-27,3.7,-0.4,7.5,6.4,2.7,1.1,-1.7,5.4,1024.3,5.7
辑蓖器,2021-12-28,7,3.5,11,6.1,2.4,0.9,0.4,6.3,1021.8,6.6
辑蓖器,2021-12-29,9,6.9,12,10.7,4.2,1.9,2,7.1,1015.8,8
辑蓖器,2021-12-30,6.5,4.6,9.1,12.3,6.3,2.6,-2.6,5.1,1018.7,6.3
辑蓖器,2021-12-31,5.3,2.8,8.8,8.9,3.6,1.7,-1.8,5.4,1022.5,6.4
辑蓖器,2022-01-01,7,3.5,11.6,7.3,3.7,1.4,2.2,7.2,1022.2,7.4
辑蓖器,2022-01-02,7.9,4.3,13.2,8.5,3.7,1.4,2.2,7.2,1019.7,7.2
辑蓖器,2022-01-03,8.5,5.4,12.7,5.1,2.9,1.3,3.2,7.7,1018.7,8.7
辑蓖器,2022-01-04,8.3,4.5,12.3,5.6,3.1,1.3,3.2,7.7,1019.6,8.5
辑蓖器,2022-01-05,6.7,5.1,9.2,6.3,3.3,1.2,5,8.7,1017.3,7.2
辑蓖器,2022-01-06,8.6,5.7,12.4,6.1,2.9,1.4,2.9,7.7,1018.7,8.6
辑蓖器,2022-01-07,7.2,3.7,11.6,5.2,3,1.5,-0.2,6.1,1021.5,6.4
辑蓖器,2022-01-08,7.6,5,11.3,4.4,2.2,1.4,3.3,7.8,1017.5,7.5
辑蓖器,2022-01-09,8.3,5.7,12.6,6.6,2.3,1.4,2.8,7.5,1014.8,7.6
辑蓖器,2022-01-10,8.3,5.1,12.2,5.4,3,1.3,4,8.1,1012.8,8.2
辑蓖器,2022-01-11,3.6,0.8,7.7,9.9,4.2,2.1,-2.1,5.3,1013.2,6.3
辑蓖器,2022-01-12,3.9,1.5,7.6,7.2,3.8,1.4,-2.6,5.1,1015.1,5.2
辑蓖器,2022-01-13,4.3,1.9,6.7,12.1,4.5,2,-2.4,5.2,1014.1,5.7
辑蓖器,2022-01-14,5.1,1.8,8.2,7.4,4.1,1.6,-0.7,5.9,1017.8,5.7
辑蓖器,2022-01-15,7.8,5.4,11.4,7.2,3.5,1.2,1.6,6.9,1016.9,7.3
辑蓖器,2022-01-16,8.8,5.7,13.9,8.6,4.5,1.7,1.6,6.9,1017.6,8.8
辑蓖器,2022-01-17,6.9,5.2,10.2,8.2,3.9,1.7,0.1,6.2,1019.6,6.7
辑蓖器,2022-01-18,5.5,3.1,8.5,6.9,3.5,1.6,0.3,6.2,1019.3,5.5
辑蓖器,2022-01-19,6.2,3.3,10,9.1,4.7,1.5,0,6.1,1017.2,6.5
辑蓖器,2022-01-20,4.8,2,7.3,9.2,4.3,2,-1.7,5.4,1018.9,6
辑蓖器,2022-01-21,7.5,2.6,10.4,5.9,3,1.7,1.3,6.8,1021.4,5.4
辑蓖器,2022-01-22,9.8,8,12.2,6.6,3.8,1.9,6.1,9.5,1017.8,8.8
辑蓖器,2022-01-23,10.1,8.9,11.5,10.3,5.6,2.5,8,10.8,1011.5,9.6
辑蓖器,2022-01-24,10,8.3,12.3,8.3,4.7,2.6,6,9.4,1012.9,8.6
辑蓖器,2022-01-25,9.3,8.5,10.6,4.4,2.1,1.1,7.1,10.1,1014.7,8.6
辑蓖器,2022-01-26,9.6,7,12.4,5.1,3.1,1.3,5.6,9.1,1016.4,9.8
辑蓖器,2022-01-27,9.4,7.7,11.7,4.6,2.3,1,4.9,8.6,1015.8,9.8
辑蓖器,2022-01-28,8.5,6.7,12,4.3,2.6,1.1,2.8,7.5,1015.3,9.3
辑蓖器,2022-01-29,8.3,7.3,10.4,5.9,3.4,1.1,2.1,7.1,1012.5,8.8
辑蓖器,2022-01-30,7.4,3.8,11,7.6,4.1,1.3,-0.8,5.9,1012.8,8.4
辑蓖器,2022-01-31,5.8,1.8,10,8.7,4.3,1.5,-1.4,5.5,1018,5.4
辑蓖器,2022-02-01,6.4,3.7,10.2,10.7,5.2,1.8,-2,5.3,1019.3,6.3
辑蓖器,2022-02-02,6.3,2.8,8.8,7.1,3.9,1.4,0.3,6.3,1020.2,6.2
辑蓖器,2022-02-03,6.5,4.1,9.3,6.4,3.6,1.3,-2,5.3,1017.8,6.7
辑蓖器,2022-02-04,5.2,2.3,9.5,9.1,4.4,1.9,-3.6,4.7,1017.7,5.6
辑蓖器,2022-02-05,2.7,1.6,5.4,13.5,5.7,2.5,-5,4.2,1020,3.9
辑蓖器,2022-02-06,3.9,1.7,7.3,9.7,4.4,1.9,-4.4,4.4,1022.1,4.3
辑蓖器,2022-02-07,5,1.7,8.4,6,3.2,1.2,0.9,6.5,1019.7,4.9
辑蓖器,2022-02-08,5.7,2,9.8,7.3,4.6,1.4,1.1,6.7,1018.5,6.7
辑蓖器,2022-02-09,6.8,2.8,11.2,4.3,2.4,1.1,2.5,7.4,1017.2,5.3
辑蓖器,2022-02-10,6.8,4.8,11.2,4.6,2.4,1.1,3.2,7.8,1015.3,8.4
辑蓖器,2022-02-11,7.9,3.8,12.5,6.3,3.1,1.6,-1.5,5.5,1017.7,7
辑蓖器,2022-02-12,10,7.4,12.3,6.3,3.6,1.9,0.9,6.6,1016.2,8.5
辑蓖器,2022-02-13,10,8.9,11.4,7,3.7,2,4.9,8.7,1012.7,8.3
辑蓖器,2022-02-14,9.8,6.5,14,6.2,3.2,1.4,3.3,7.8,1013.4,8.6
辑蓖器,2022-02-15,5.4,1.2,10.6,12,3.8,1.4,-2.6,5.1,1015,6.7
辑蓖器,2022-02-16,2,0.1,5.4,9,4.2,2.2,-5.5,4.1,1016.7,4.3
辑蓖器,2022-02-17,1.9,-0.4,4.5,7,3.8,1.5,-5.2,4.2,1019.3,3.6
辑蓖器,2022-02-18,5.8,1.8,9.1,6.7,4,2.1,1,6.8,1020.2,5.2
辑蓖器,2022-02-19,6.4,2.6,10.3,8.3,3.6,1.6,2.3,7.4,1015.3,9.2
辑蓖器,2022-02-20,1.9,-1,4.7,9.9,4.2,1.8,-6.7,3.7,1019.2,4.6
辑蓖器,2022-02-21,4.2,0.6,7.7,6.9,3.3,1.3,-4.4,4.4,1023.5,4.7
辑蓖器,2022-02-22,4.6,2.4,8.3,7.6,3.5,1.4,-4.6,4.4,1024.5,5.6
辑蓖器,2022-02-23,4.5,2.2,7.4,6.8,3.7,1.4,-1.6,5.5,1023.6,8
辑蓖器,2022-02-24,4.6,1.2,8.3,5.5,3,1.3,-1,5.7,1023.5,7.1
辑蓖器,2022-02-25,6.9,2.6,11.1,6.9,3.5,1.5,0.2,6.2,1022,8.7
辑蓖器,2022-02-26,8.8,4,13.2,8.6,3.8,2.1,2,7.1,1016.2,9.9
辑蓖器,2022-02-27,9.1,6.3,13,8.7,3.9,1.8,-1.7,5.5,1016.4,10.4
辑蓖器,2022-02-28,10.4,5,13.4,3.4,2.1,1,3.6,8.1,1015.4,8.8
辑蓖器,2022-03-01,13.4,9.6,17.9,9.3,4.1,1.5,8.8,11.5,1008.5,14.5
辑蓖器,2022-03-02,8.2,4.6,12.6,7.6,3,1.3,-0.3,6,1012.1,11.2
辑蓖器,2022-03-03,9.2,3.6,13.7,9.3,4.9,1.8,1.8,7.1,1013.6,10.4
辑蓖器,2022-03-04,11.2,7.6,15.7,7.5,4.7,1.5,5.4,9.1,1010.3,12.1
辑蓖器,2022-03-05,11.1,7.4,16.6,10.9,5.7,2,1.5,7.2,1009.5,13.5
辑蓖器,2022-03-06,7.5,4.3,11.3,8.9,4.9,2.1,-1.4,5.5,1014.4,12.5
辑蓖器,2022-03-07,8.9,6.6,11.9,4.2,2.6,1.2,2,7.1,1013.5,13.4
辑蓖器,2022-03-08,10.4,5.6,16.6,7.7,3.9,1.5,2.5,7.4,1013.1,13.6
辑蓖器,2022-03-09,11.8,6.8,16.3,4.2,2.4,1.3,5.9,9.4,1015.5,14.8
辑蓖器,2022-03-10,13.1,7.6,17.1,3.8,2.6,1.2,7.1,10.2,1015.3,16.9
辑蓖器,2022-03-11,16.5,14.7,18,3,1.5,0.7,11.7,13.8,1012.4,16.2
辑蓖器,2022-03-12,17.8,14.7,20.7,5.3,3,1.3,13.7,15.8,1011.7,21.2
辑蓖器,2022-03-13,15.7,13.5,17.2,5.9,2.9,1.2,14.7,16.8,1007.4,16.5
辑蓖器,2022-03-14,14.4,12.8,17.6,9,4.2,1.3,14,16,1006.4,15.9
辑蓖器,2022-03-15,14,11.6,17.4,5,3.1,1.3,9.1,11.6,1008.1,16.9
辑蓖器,2022-03-16,14.5,10,18.4,4.5,2.8,1.1,11.3,13.5,1009.8,17
辑蓖器,2022-03-17,13.8,11.2,17.1,12.3,6.6,3.1,10.7,13,1008.1,13.7
