瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 浅加(m/s),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),乞闭 瘤搁柯档(∑C)
189,辑蓖器,2019-07-09,22.1,21.5,23.6,1.8,7.6,4.2,2.8,21.5,84,96.8,25.6,998.8,1003.2,1004.7,0,9,24
189,辑蓖器,2019-07-10,22.4,21.1,24.6,36,12.2,6.1,3.1,22.2,99,99,26.8,994.6,997.3,1000.5,0,9.8,22.1
189,辑蓖器,2019-07-11,24.9,21.8,29,0,9.4,4.1,1.4,22.8,70,89,27.7,1000.1,1000.1,1006,0,4.6,31.7
189,辑蓖器,2019-07-12,23,20.6,26.3,0.6,4.6,3,1.1,22.5,85,97.1,27.2,1002.1,1006.5,1008,0,7.9,27.7
189,辑蓖器,2019-07-13,21,18.6,23.1,57.9,7.9,4,1.7,20.8,97,98.8,24.6,996,999.3,1002,0,10,21.5
189,辑蓖器,2019-07-14,23.7,21.3,26.9,0,4.4,3.1,1,23,85,96.3,28.2,997.3,1000.3,1003.2,0,6.6,29.8
189,辑蓖器,2019-07-15,23.6,21.4,26.6,0,3.9,2.5,1,23.3,94,98.5,28.6,1002,1005.6,1008,0,4,28.9
189,辑蓖器,2019-07-16,24.4,21.5,26.9,0,6.7,3.3,1.6,23,82,92.6,28.3,1004.6,1009.5,1010.6,0,3,29.2
189,辑蓖器,2019-07-17,24.1,22.7,25.9,8,7,3.5,2.1,23.9,95,98.8,29.7,1004.9,1009.6,1010.8,0,9.1,24.9
189,辑蓖器,2019-07-18,24.4,23.3,25.4,128.2,8.4,4.1,2.1,24.2,99,99,30.3,1001.8,1006.3,1007.7,0,10,23.8
189,辑蓖器,2019-07-19,24.9,23.8,26.2,152.9,14.2,7.3,2.7,24.7,99,99,31.1,995.9,993.8,1001.8,0,10,24.4
189,辑蓖器,2019-07-20,22.9,22.5,24.7,47.5,17.3,10.3,6.6,22.7,99,99,27.6,991.8,991.7,997.6,0,10,23
189,辑蓖器,2019-07-21,25.2,22.4,29.4,0.3,8.9,4.7,2.3,24.9,89,98.1,31.5,1001.2,1004,1007.1,0,7.4,31.7
189,辑蓖器,2019-07-22,25.4,23.8,28,3,5.6,3,1.4,25.2,99,99,32,1002.4,1007.6,1008.3,0,8.9,27.1
189,辑蓖器,2019-07-23,25.3,24,26.9,0,4.3,2.2,1.4,25.1,99,99,31.9,1001.4,1005.4,1007.3,0,8.9,28.6
189,辑蓖器,2019-07-24,24.9,24.4,25.8,0,4.8,2.5,1.6,24.7,99,99,31.2,1000.9,1005.8,1006.8,0,10,27.1
189,辑蓖器,2019-07-25,25,24.4,26.1,1.3,4,2,1.1,24.8,99,99,31.4,1001.5,1005.9,1007.4,0,10,27
189,辑蓖器,2019-07-26,25.8,24.7,27.1,7.3,5.5,2.5,1.4,25.6,99,99,32.7,1000.3,1004.7,1006.2,0,10,27.7
189,辑蓖器,2019-07-27,25.9,25.4,26.4,0,5.7,2.7,1.6,25.7,99,99,33,1001.9,1005.7,1007.8,0,10,27.3
189,辑蓖器,2019-07-28,27,25.5,29.3,0,5.3,3,1.6,26.8,99,99,35.4,1005.3,1009.3,1011.1,0,7.6,33
189,辑蓖器,2019-07-29,27.5,25.6,29.7,0,5,2.8,1.5,27.3,98,99,36.4,1005.8,1010.6,1011.7,0,5.9,33.8
189,辑蓖器,2019-07-30,27.4,26.5,29.4,0,5.4,3.2,2.1,27.2,99,99,36,1004.8,1009.5,1010.7,0,8.4,31.9
189,辑蓖器,2019-07-31,28,26.7,30.5,0,5,3.3,1.6,27.8,97,99,37.4,1005.9,1010.8,1011.7,0,3,35.7
189,辑蓖器,2019-08-01,28.1,26.4,30.9,0,3.8,2.2,1,27.8,95,98.4,37.3,1006.6,1011.1,1012.4,0,2.3,34.6
189,辑蓖器,2019-08-02,28.1,25.6,31.1,0,4.4,2.3,1.1,26.5,78,92,34.8,1005.7,1009.7,1011.5,0,2.8,34
189,辑蓖器,2019-08-03,28.5,27,31,0,5.3,3.1,1.6,26.7,73,90.5,35.2,1004.6,1009.2,1010.4,0,7.5,30.5
189,辑蓖器,2019-08-04,28.6,26.8,31.1,0,5.2,2.9,1.5,27.3,82,93.1,36.4,1004.5,1009.5,1010.3,0,2,34.6
189,辑蓖器,2019-08-05,28.4,25.6,30.8,0,5.1,2.6,1.5,25.4,71,84.3,32.7,1002.9,1007.2,1008.7,0,3.8,33.9
189,辑蓖器,2019-08-06,28.6,26.7,32.2,0,8.5,4.7,2.1,26.3,63,88.1,34.2,999.8,1004.3,1005.6,0,4,32.7
189,辑蓖器,2019-08-07,28.5,25.7,31.1,0,4.3,2.4,1.3,27.8,72,96.4,37.4,1001.1,1005.8,1007,0,3,35
189,辑蓖器,2019-08-08,29.4,26.6,31.7,1.7,5.8,3.1,1.9,27.3,80,89.5,36.4,1002.2,1007.1,1008,0,3.1,33.8
189,辑蓖器,2019-08-09,29.3,27.7,31.4,0,7.4,3.8,2.6,27.3,78,89.8,36.3,1000.4,1005.2,1006.2,0,8.1,31.8
189,辑蓖器,2019-08-10,28.5,27.8,30.8,0,9,3.7,2.5,28,87,97.6,37.8,998,1002.3,1003.8,0,9,30.1
189,辑蓖器,2019-08-11,27,26.4,28,27.6,9.8,6.4,3.3,26.8,98,99,35.3,994.4,998.2,1000.2,0,10,27.1
189,辑蓖器,2019-08-12,27.5,26.9,29.1,0.4,9.5,5.8,3,27.3,99,99,36.4,995.7,999.8,1001.5,0,9.5,29.1
189,辑蓖器,2019-08-13,28.8,25.3,31.5,0,4.9,2.8,1.2,27.5,81,93.1,36.8,996,1000.7,1001.8,0,2.8,34.8
189,辑蓖器,2019-08-14,29.5,27,32.1,0.2,5.3,3.6,1.3,28.5,79,95,39,991.5,994.7,997.2,0,5.3,36.1
189,辑蓖器,2019-08-15,28.5,25.5,31.6,0,10.3,4.2,1.7,26.2,73,88,34.1,986.9,990.6,992.6,0,5.1,33.3
189,辑蓖器,2019-08-16,27.1,24.9,30.7,0,8.5,3.9,2.1,24.7,66,87.5,31.1,993.4,995,999.2,0,3.5,32
189,辑蓖器,2019-08-17,26.8,23.5,29.2,0,6.5,4,1.9,25,71,90.6,32,998.4,1002.2,1004.3,0,2.6,33.2
189,辑蓖器,2019-08-18,26.8,25.6,29.9,0,6.6,4.4,1.2,26.1,82,96.4,33.8,1001.1,1005.2,1007,0,6.6,29
189,辑蓖器,2019-08-19,27.3,24.5,30.1,0,4.7,2.1,0.9,24.7,60,87.3,31.2,1002.6,1007.6,1008.4,0,7,30.1
189,辑蓖器,2019-08-20,27.4,25,30.6,0,8.4,4.5,1.8,26.7,84,96.1,35.1,1002.4,1007.2,1008.2,0,4.9,32
189,辑蓖器,2019-08-21,26.7,24.5,30,26.8,10.7,5,1.3,26.5,99,99,34.6,1002.8,1007.7,1008.7,0,8.8,30.8
189,辑蓖器,2019-08-22,27.1,24.9,29.6,20.7,11.9,6.1,3,26.9,99,99,35.5,1002.1,1006.7,1008,0,5.8,30.9
189,辑蓖器,2019-08-23,27.3,24.3,31.6,0,8.5,5.1,1.1,24.6,63,86.5,31,1004.1,1008.9,1010,0,6.4,30.9
189,辑蓖器,2019-08-24,25.9,24.9,27.7,0,3.7,2.5,1,23.1,64,85.5,28.5,1005.9,1010.4,1011.8,0,8.4,28.1
189,辑蓖器,2019-08-25,24,20,26.8,3.7,6.8,3.5,1.1,22.9,74,94.4,28.1,1007.6,1011.9,1013.5,0,9.9,25
189,辑蓖器,2019-08-26,24.6,22.9,26.1,23.9,7.3,3.5,1.5,24.4,96,99,30.6,1005.8,1009.9,1011.7,0,10,25.2
189,辑蓖器,2019-08-27,26,23.7,27.4,71.9,11,5.3,2.6,25.8,99,99,33.2,1001.7,1006.4,1007.6,0,9.9,26.3
189,辑蓖器,2019-08-28,24.3,21.7,26.8,93.7,10.5,4.9,1.4,24.1,99,99,30.1,1001.9,1005.7,1007.8,0,9.8,25.3
189,辑蓖器,2019-08-29,22.2,21.3,23.2,46.7,5.5,2.7,0.8,22,99,99,26.5,1002.6,1006.5,1008.5,0,9.9,22.6
189,辑蓖器,2019-08-30,24.2,20.3,28.6,0,4.5,2.3,1.2,21.6,68,86.3,25.9,1004.8,1008.5,1010.7,0,2.8,28.6
189,辑蓖器,2019-08-31,23.9,20,27.3,0,3.7,2.6,1.4,19.6,62,77.5,23,1008.9,1012.9,1014.9,0,5,27.6
189,辑蓖器,2019-09-01,22.6,21,25,18.7,5.3,3.4,1.7,21.4,77,93.6,25.6,1010.5,1015.6,1016.5,0,10,22.9
189,辑蓖器,2019-09-02,25,21.7,27.5,14.6,7.2,4.2,1.7,24.8,99,99,31.4,1008.7,1013.8,1014.7,0,9.1,26.8
189,辑蓖器,2019-09-03,25.5,23.8,27.7,9.5,5.2,3,1.3,25.3,97,99,32.2,1007.5,1012.3,1013.4,0,8.8,25.3
189,辑蓖器,2019-09-04,25,22.5,27,28.9,4.9,2.9,1.1,24.8,85,98.9,31.2,1006.3,1011.2,1012.2,0,9.5,24.2
189,辑蓖器,2019-09-05,26.4,23.8,28.8,15.7,4.4,2.6,1.2,26.2,99,99,34,1005,1009.5,1010.9,0,8.5,31.3
189,辑蓖器,2019-09-06,26,24.7,27.1,54.1,14.5,5.9,3.4,25.8,99,99,33.3,996.7,993,1002.6,0,9.5,25.9
189,辑蓖器,2019-09-07,25.1,23.7,26.9,6.9,22,12.4,5.2,24.9,99,99,31.5,996.2,990.5,1002,0,7.5,26.8
189,辑蓖器,2019-09-08,24.2,22.7,25.8,29.5,5.9,3.2,1.4,24,99,99,29.9,1001.7,1006.5,1007.6,0,9.5,24.5
189,辑蓖器,2019-09-09,25.6,24.8,28.2,21.9,8.2,3.8,2.3,25.4,99,99,32.5,1001.8,1005.4,1007.7,0,9.9,26.4
189,辑蓖器,2019-09-10,26.4,24.5,28.6,0,5.1,3,1.2,26.1,92,98.6,33.9,1007.3,1010.9,1013.2,0,6.9,30.8
189,辑蓖器,2019-09-11,27,25.4,29.4,0,5.4,3.1,1.2,26.8,92,98.9,35.3,1008,1012.5,1013.9,0,6,31.6
189,辑蓖器,2019-09-12,24.5,22.8,27.2,0,9,4.9,3,24.2,96,98.6,30.4,1007.8,1012.8,1013.7,0,7.8,26.7
189,辑蓖器,2019-09-13,24.2,22.2,26.9,0,10.1,6,3.3,21.5,71,85.5,25.7,1006,1010.3,1011.9,0,3.6,28.6
189,辑蓖器,2019-09-14,24.9,22.5,28,0,6.2,3.3,1.8,21.5,69,82,25.8,1005.1,1009.9,1011,0,2.3,27.8
189,辑蓖器,2019-09-15,25.1,22.5,27.9,0,4.2,3.1,1.3,23.4,78,90.8,29,1003.5,1008,1009.4,0,2.3,30.8
189,辑蓖器,2019-09-16,24.8,22.8,28,0,5.7,3.5,2.1,23.5,81,93.3,29,1003.5,1008,1009.3,0,3.5,29.7
189,辑蓖器,2019-09-17,23.7,21.6,26.5,0,10.2,5.2,3.1,18.9,62,75.4,21.9,1006.9,1010.9,1012.8,0,2.3,26.9
189,辑蓖器,2019-09-18,24.5,19.9,29.5,0,8.9,4.9,1.9,15.5,31,60.3,18.1,1008.3,1012.8,1014.2,0,1.1,29
189,辑蓖器,2019-09-19,23.2,21.2,26.7,0,10.8,6.2,3.5,17.8,44,72.9,20.5,1009.6,1014.5,1015.6,0,1.1,26.2
189,辑蓖器,2019-09-20,22.7,20.2,26.4,0.7,10.3,5.8,3.8,19.2,62,81.8,22.3,1007.6,1012,1013.5,0,6.8,25.2
189,辑蓖器,2019-09-21,20.7,18.6,22.2,57.8,13,7.4,5.3,20.4,92,98.4,23.9,1004.1,1006.7,1010.1,0,10,19.9
189,辑蓖器,2019-09-22,21.4,20.7,24.1,78.9,23.5,10.7,5.8,20.5,74,94.6,24.1,991.5,985.7,997.4,0,9.6,19.9
189,辑蓖器,2019-09-23,20.9,19,24.4,0.6,5,2.6,1.1,20.3,83,96.6,23.8,1007.2,1005.7,1013.2,0,6,24.5
189,辑蓖器,2019-09-24,20.8,16.9,25.1,0,4.9,2.9,1.5,13.7,38,67.4,16.3,1012.2,1016.4,1018.2,0,1.6,22.6
189,辑蓖器,2019-09-25,21.7,18.7,25.5,0,7.2,4.8,1.8,16.2,37,72,18.6,1014.5,1019.1,1020.5,0,6.1,24.3
189,辑蓖器,2019-09-26,23.9,20.6,27.2,0.1,7.6,4.1,2.4,22.9,83,94.6,28,1015,1019.8,1020.9,0,5.3,25.2
189,辑蓖器,2019-09-27,24.4,22.8,26.5,12.4,4.7,2.7,1.4,24.2,98,99,30.3,1014.2,1018.9,1020.2,0,8.9,26.6
189,辑蓖器,2019-09-28,25.5,22.8,28,0,4.2,2.2,1.1,25.3,98,99,32.3,1011.2,1016,1017.1,0,7.5,29.5
189,辑蓖器,2019-09-29,24.4,22.6,27.9,38.3,4.6,2.5,0.9,24.2,94,98.8,30.3,1010.2,1014.8,1016.1,0,7.9,27.6
189,辑蓖器,2019-09-30,24.3,22.2,27.1,6.3,3.9,1.7,0.8,24,91,98.4,29.9,1010.3,1015.1,1016.3,0,8.8,25.7
189,辑蓖器,2019-10-01,23.4,20.4,25.3,35.4,10.1,5.3,2.6,23.2,98,99,28.5,1010.3,1013.6,1016.2,0,10,23.2
189,辑蓖器,2019-10-02,24,21.1,26.1,102.8,19,11.2,5.5,23.8,99,99,29.5,998.6,998.5,1004.5,0,9.9,24.2
189,辑蓖器,2019-10-03,24,21.5,27.9,0.1,10.9,4.6,2.6,21.3,62,86,25.4,1002.6,1002.1,1008.5,0,3.6,27.7
189,辑蓖器,2019-10-04,23.3,19.6,26.8,0,3.8,2.2,1.1,21.7,79,91.5,26,1007.3,1011.5,1013.3,0,1.1,28.1
189,辑蓖器,2019-10-05,22.3,19.8,26.1,0,5.6,3.3,1.2,20.6,73,90.6,24.3,1009.5,1014,1015.5,0,4.8,24.7
189,辑蓖器,2019-10-06,21.6,19.9,24.4,0.2,9.5,5.1,2.6,19.6,76,89,22.9,1014.1,1017.8,1020.2,0,6.4,22.4
189,辑蓖器,2019-10-07,21.5,19.9,23.9,9.1,9,4.6,1.7,20.1,83,92.3,23.6,1010.9,1014.6,1017,0,8,24.3
189,辑蓖器,2019-10-08,20.8,18,24.2,0,5.7,3.2,1.5,14.2,32,66.6,16.4,1011.9,1015.9,1017.9,0,3.6,24.9
189,辑蓖器,2019-10-09,18.8,14.3,22.9,0,4.7,2.8,1.6,6.7,27,46.4,10.2,1012,1016.4,1018.1,0,0.4,23.4
189,辑蓖器,2019-10-10,18.9,13.8,23,0,3.8,2.2,1.4,10.8,35,61,13.6,1009.3,1013.8,1015.4,0,0,23.6
189,辑蓖器,2019-10-11,21.6,16.9,25.2,0,6.5,3.7,1.8,13.1,34,59.8,15.3,1006.3,1010.6,1012.2,0,0,26.3
189,辑蓖器,2019-10-12,21.8,18.9,25.1,0,10.1,5.3,2.6,13.7,41,61.3,15.8,1007.2,1010.8,1013.2,0,0.3,23.8
189,辑蓖器,2019-10-13,19.7,17.4,22.6,0,11.3,5.6,3.2,14.2,61,70.9,16.2,1014.1,1016.7,1020.2,0,1.5,22.8
189,辑蓖器,2019-10-14,19.7,15.6,24.1,0,6.4,3.9,1.5,15.1,63,75.5,17.2,1016.9,1021.7,1023,0,2,24
189,辑蓖器,2019-10-15,18.8,15.7,22.5,0,9.1,4.9,2.3,15,59,79.3,17,1018.9,1023.2,1025,0,4.3,20.7
189,辑蓖器,2019-10-16,18.2,15.1,22.1,0,9.3,4.9,2.4,11.6,42,66.6,13.7,1018.3,1022.3,1024.4,0,2.4,20.1
189,辑蓖器,2019-10-17,19.3,14.5,23.6,0,8.4,4.1,2.2,14.2,56,73.1,16.4,1015.4,1020,1021.5,0,6.9,21.2
189,辑蓖器,2019-10-18,19.2,17.8,22,2.6,7.4,4.4,2.3,18.9,82,98.4,21.9,1011.8,1015.9,1017.9,0,8.6,19.6
189,辑蓖器,2019-10-19,20.3,16.9,24.3,0,5.4,3.4,1.6,17.8,69,86.1,20.4,1013,1017,1019.1,0,2.8,22.4
189,辑蓖器,2019-10-20,20,16.2,24.5,0,9.2,4.4,1.9,13.9,46,68.6,16,1013.6,1018.3,1019.7,0,2.5,21.7
189,辑蓖器,2019-10-21,19.8,16.1,23.5,0,10.7,5.1,2.6,13.9,53,69.4,15.9,1010.1,1014.4,1016.2,0,2.8,20.4
189,辑蓖器,2019-10-22,20.4,17,24.5,0,7,3.6,2,16.4,54,78.6,18.7,1009.3,1014,1015.3,0,5.4,22.5
189,辑蓖器,2019-10-23,20.4,19.2,23.2,0,10.9,5.8,3.3,18.4,72,88.4,21.1,1008.9,1013,1015,0,9.4,21.3
189,辑蓖器,2019-10-24,20.1,18.1,23.7,0.4,10.1,4.7,2.1,16.9,57,82.5,19.2,1009.4,1013.5,1015.4,0,7.3,22
189,辑蓖器,2019-10-25,20.2,16.4,24.5,0,5.3,3.1,1.4,15.9,61,76.9,18,1010.9,1015.3,1017,0,3.9,23.5
189,辑蓖器,2019-10-26,18.2,16.5,21.3,0,5.1,2.3,1.2,14.4,69,79.1,16.4,1011.2,1015.7,1017.3,0,7.3,20.1
189,辑蓖器,2019-10-27,16.7,13.9,20.3,0,5.7,3.7,1.6,12.6,64,77.6,14.6,1012.2,1017.3,1018.4,0,6,19.9
189,辑蓖器,2019-10-28,16.8,14.9,20,0,3.7,2.3,1.1,12.7,47,77.6,14.8,1011.2,1015.6,1017.3,0,6.6,20.7
189,辑蓖器,2019-10-29,17.7,13.9,23.1,0,9.6,4.6,1.4,10.3,20,63.9,12.7,1010.8,1015.1,1016.9,0,1.1,19.6
189,辑蓖器,2019-10-30,16.6,13.1,20.6,0,4.7,2.5,1.4,11.5,58,72.8,13.6,1015.2,1019.6,1021.4,0,2.9,20
189,辑蓖器,2019-10-31,17.2,13.4,21.3,0,4.1,2.3,1.3,12.3,49,74.9,14.4,1015.8,1020.4,1021.9,0,0.3,20.4
189,辑蓖器,2019-11-01,18.6,13.9,23.4,0,4.2,2.8,1.5,11.8,51,65.6,13.9,1015.1,1019.7,1021.2,0,1.6,21
189,辑蓖器,2019-11-02,19.2,16.4,22.9,0,4.9,2.4,1.5,14.6,60,75.1,16.6,1013.2,1017.7,1019.3,0,4.9,21.7
189,辑蓖器,2019-11-03,18.6,16.1,21.3,0,3.1,2,1.1,16.1,77,85.9,18.3,1012.3,1017.1,1018.4,0,6.6,19.6
189,辑蓖器,2019-11-04,17.4,14.9,21.3,0.3,6.4,3.3,1.8,14.3,61,82.4,16.3,1014.2,1019.4,1020.3,0,4.3,18.1
189,辑蓖器,2019-11-05,17.4,15,21,0,6.2,3.1,1.6,13.3,59,77.9,15.3,1012.5,1017.3,1018.7,0,4,17.7
189,辑蓖器,2019-11-06,17,13.6,21.7,0,5.7,3.2,1.6,10.6,36,67.6,12.8,1010.4,1014.9,1016.6,0,2.5,16.7
189,辑蓖器,2019-11-07,16.9,13.9,20.8,0,6.6,3.9,1.4,9.2,38,61.3,11.7,1010.6,1015.5,1016.8,0,6.3,18.1
189,辑蓖器,2019-11-08,15.4,12.3,18.9,0,4.2,2.9,1.4,10.8,55,74.9,13,1012.5,1017.4,1018.6,0,3.3,15.3
189,辑蓖器,2019-11-09,15.5,12.1,19.4,0,4.1,2.4,1.3,9.8,48,70.3,12.2,1013.6,1019,1019.8,0,0.9,14.4
189,辑蓖器,2019-11-10,16.3,12.3,19.3,2.6,11,5.9,2.3,11.3,60,73,13.5,1007.8,1009.5,1013.9,0,6.6,17
189,辑蓖器,2019-11-11,16.2,13.4,19.7,0,10.2,3.9,2.1,9.5,50,65,11.9,1007.4,1009.9,1013.5,0,3.3,15.9
189,辑蓖器,2019-11-12,15.6,12.1,19.2,0,6.7,3.3,1.4,11,57,75.1,13.2,1014.1,1017,1020.3,0,4,14.6
189,辑蓖器,2019-11-13,15.8,12.7,19,0,8.6,3,1.6,11.4,49,76.6,13.7,1012.7,1016.4,1018.8,0,8.9,15.6
189,辑蓖器,2019-11-14,12.3,8.4,15.2,0,11.5,4.1,2.1,3.2,36,54.4,7.7,1015.6,1018.5,1021.8,0,1.1,10.7
189,辑蓖器,2019-11-15,12.5,7.4,16.6,0,4.8,2.7,1.4,4.2,39,57.5,8.5,1015.2,1020.2,1021.5,0,0,10.5
189,辑蓖器,2019-11-16,17.1,12.6,21.2,0,4.5,2.8,1.1,13.5,64,80.3,15.6,1014.2,1019,1020.3,0,2.8,15.7
189,辑蓖器,2019-11-17,21,17.5,23.4,0.5,10.3,5.4,3,18.9,76,88.5,22,1012.1,1015.7,1018.1,0,8.9,21.4
189,辑蓖器,2019-11-18,15.6,10.8,21.3,9.9,12.9,7.9,2.3,10.4,48,72.3,13.2,1011.2,1012.9,1017.4,0,8.9,16.6
189,辑蓖器,2019-11-19,10.5,8.4,13.4,0,10.5,4.1,2.1,3.2,45,61.1,7.7,1017.4,1020.3,1023.8,0,3,9.2
189,辑蓖器,2019-11-20,10.4,7.4,14.7,0,7,3.1,1.5,2.5,22,58.6,7.4,1022.3,1026.2,1028.7,0,2.4,8.5
189,辑蓖器,2019-11-21,13.6,7,17.5,0,9.1,4.8,2.8,7.4,49,67.1,10.7,1021.8,1026.5,1028.1,0,3,11.9
189,辑蓖器,2019-11-22,17.6,14.8,21,0,7.2,3.4,2.2,14.7,72,83.5,16.7,1018.3,1023.3,1024.4,0,3.8,17.5
189,辑蓖器,2019-11-23,18.4,15.7,21,0,8.4,4.9,2.5,16.5,74,89.5,18.9,1015.9,1020.1,1022,0,4.8,18.1
189,辑蓖器,2019-11-24,19.1,17.7,22.9,9.3,4.8,2.7,1.2,18.9,95,99,22,1012.1,1016.4,1018.2,0,7.1,19.7
189,辑蓖器,2019-11-25,13.9,11.3,17.8,0,6.1,3.1,1.3,11.8,64,87.4,14.1,1017.8,1019.4,1024.1,0,7.4,14.5
189,辑蓖器,2019-11-26,14.3,11.3,16.1,0,9.1,4.9,2.8,11.7,73,85.1,13.8,1019.1,1024,1025.3,0,9.6,14.4
189,辑蓖器,2019-11-27,13.3,11.3,14.8,8.6,7.1,4.1,1.5,12.3,81,94.1,14.3,1017.1,1021.8,1023.4,0,10,13.3
189,辑蓖器,2019-11-28,12.4,9.3,16.9,0,6.8,3,1.4,8.5,46,80.1,11.3,1019.1,1023,1025.4,0,3.1,11.2
189,辑蓖器,2019-11-29,11.6,8.5,16,0,6.3,3.3,1.7,6.3,57,71,9.6,1022.2,1027.5,1028.6,0,0.9,10.6
189,辑蓖器,2019-11-30,13.5,8.1,17.6,0.1,4.3,2.5,1.2,6.8,52,64.6,10,1021,1024.8,1027.3,0,4.8,13.2
189,辑蓖器,2019-12-01,14.3,13.6,17.3,16.8,6.9,3.2,1.3,13.9,79,97.8,15.9,1011.7,1012.4,1017.9,0,10,12.7
189,辑蓖器,2019-12-02,10.3,6.7,14.9,0,8.5,4.5,1.8,3.7,46,64.6,8.2,1014.4,1014.7,1020.7,0,6.4,10.2
189,辑蓖器,2019-12-03,8.6,5.5,11.9,0,7.1,3.2,1.3,1.4,50,61.4,6.8,1020.1,1024,1026.5,0,6.4,8.5
189,辑蓖器,2019-12-04,10.5,7.9,14.7,0,7.4,3,1.3,2.1,41,56.8,7.1,1022.5,1027.7,1028.9,0,5,9.5
189,辑蓖器,2019-12-05,8.6,6.2,13.2,0,6.8,3.4,1.5,0.8,36,59,6.5,1025.3,1029.8,1031.7,0,6.6,8.8
189,辑蓖器,2019-12-06,7,5.1,10.4,0,7.1,3.7,1.5,-0.1,42,61,6.1,1025,1029.1,1031.4,0,8,8.1
189,辑蓖器,2019-12-07,7.5,4.2,11.7,0,6.6,4.2,1.7,1.5,55,66.6,6.9,1021.8,1027,1028.2,0,6,8.7
189,辑蓖器,2019-12-08,9.5,5.1,13.1,0,5,3,1.4,4.2,54,70.4,8.3,1020.6,1025.7,1026.9,0,6.5,9.6
189,辑蓖器,2019-12-09,10.6,6.2,14.6,0,6.4,3.4,1.4,5.2,52,70.4,8.9,1018.2,1022.9,1024.5,0,2.5,10
189,辑蓖器,2019-12-10,13.8,10.4,18.1,0,5,3.3,1.1,8.8,59,72.5,11.4,1014.8,1019.5,1021.1,0,5.6,13.1
189,辑蓖器,2019-12-11,13.3,9,18.4,0,7.5,4.2,1.5,7.6,47,69.3,10.7,1012.5,1015.9,1018.7,0,1.5,12.6
189,辑蓖器,2019-12-12,9.4,6.7,12.4,0,7,4.2,1.7,3,54,64.9,7.6,1019.9,1021.4,1026.3,0,2.8,8.4
189,辑蓖器,2019-12-13,11.2,6.9,14.9,0,4.5,2.1,0.9,7.1,63,76.4,10.1,1020.4,1025,1026.8,0,4.4,11
189,辑蓖器,2019-12-14,12.3,8.9,17.2,0,8.3,4.9,1.6,4.6,27,60,8.6,1019.6,1024.2,1025.9,0,4.9,10.8
189,辑蓖器,2019-12-15,13.5,9.1,16.8,0.2,4.8,2.8,1.6,8.5,53,72.5,11.3,1020.3,1025.3,1026.6,0,6.9,12.5
189,辑蓖器,2019-12-16,14.5,12.8,17.6,1.7,5.5,3.1,1.6,10.9,65,79.5,13.1,1015.9,1018.9,1022.1,0,6.6,14.4
189,辑蓖器,2019-12-17,16.2,13.2,19.8,9.8,8.5,4.2,1.7,15.7,80,97.5,17.9,1009.5,1013.2,1015.7,0,7.8,16.3
189,辑蓖器,2019-12-18,12.1,10.4,14.8,0,5.4,2.8,1.1,8.7,63,80.9,11.3,1014.1,1017.2,1020.4,0,5.5,12.2
189,辑蓖器,2019-12-19,10.9,8.5,13.1,0,5.7,2.8,1,6,60,72.4,9.4,1016.5,1020.1,1022.9,0,8.4,11.8
189,辑蓖器,2019-12-20,8.9,6.1,11.9,0,6.3,3.3,1.1,3.5,50,69.9,7.9,1021.3,1025.5,1027.7,0,7.4,8.6
189,辑蓖器,2019-12-21,9.3,6.6,11.5,0,9.1,3.6,1.7,2.6,31,64.9,7.5,1018.7,1021.3,1025.1,0,9.6,9.7
189,辑蓖器,2019-12-22,9.5,7.3,11.4,3.1,10.6,4.3,2.3,7,59,85.6,10.1,1012.4,1016.2,1018.7,0,6.6,8.7
189,辑蓖器,2019-12-23,10.8,6.3,15.3,0,6.5,3.3,1.2,5.5,50,70.6,9,1015,1019.3,1021.3,0,2.6,8.6
189,辑蓖器,2019-12-24,10.5,8,14.4,0,4.7,2.3,1.1,7.1,56,80.8,10.2,1018.3,1022.6,1024.6,0,5.8,10.5
189,辑蓖器,2019-12-25,12.8,7.9,15.6,0,7.7,4.2,2.1,9.7,68,81.6,12.1,1014.1,1016.3,1020.3,0,8.1,12.6
189,辑蓖器,2019-12-26,11.2,6.2,13.8,19,12,5.3,2,8.9,61,87.1,12,1008,1009,1014.3,0,9.8,11
189,辑蓖器,2019-12-27,6.5,4.5,9.6,0,10.4,4.5,1.6,-0.6,51,60.6,5.9,1017.5,1020.3,1024,0,5.8,6.4
189,辑蓖器,2019-12-28,7.5,4.3,11.3,0,4.6,2.4,1.1,2,58,68.6,7.1,1021.4,1026.1,1027.9,0,6.1,8.7
189,辑蓖器,2019-12-29,12.8,8,17.3,34.3,14.4,7.4,2.3,11,77,89.4,13.4,1016.8,1019.5,1023,0,10,11.3
189,辑蓖器,2019-12-30,13.1,10.2,15.5,0,7,3.3,1.2,11.5,80,90.8,13.7,1015.5,1019.5,1021.7,0,7.3,13.3
